"","Key","Item.Type","Publication.Year","Author","Title","Publication.Title","ISBN","ISSN","DOI","Url","Abstract.Note","Date","Date.Added","Date.Modified","Access.Date","Pages","Num.Pages","Issue","Volume","Number.Of.Volumes","Journal.Abbreviation","Short.Title","Series","Series.Number","Series.Text","Series.Title","Publisher","Place","Language","Rights","Type","Archive","Archive.Location","Library.Catalog","Call.Number","Extra","Notes","File.Attachments","Link.Attachments","Manual.Tags","Automatic.Tags","Editor","Series.Editor","Translator","Contributor","Attorney.Agent","Book.Author","Cast.Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed.Author","Scriptwriter","Words.By","Guest","Number","Edition","Running.Time","Scale","Medium","Artwork.Size","Filing.Date","Application.Number","Assignee","Issuing.Authority","Country","Meeting.Name","Conference.Name","Court","References","Reporter","Legal.Status","Priority.Numbers","Programming.Language","Version","System","Code","Code.Number","Section","Session","Committee","History","Legislative.Body","sampled"
"46","C8J7PBAA","journalArticle",2019,"Hassan, A.; Ali, K.; Abbas, H. H.; Hussein, S. A.","The effect of special exercises in the development of some sense of mobility and its contribution to the skillful performance of futsal players","Journal of Global Pharma Technology",NA,"0975-8542","",NA,"The game of football is one of the most popular games in the world and this game enjoys great care and attention everywhere, because it is one of the most popular games in the countries of the world and the characteristics and variables of search of perceptions of sense-motor and the proportion of its contribution to the performance of the skills of football halls. The aim of the letter is to: Prepare exercises in the development of some sense of mobility for football players of the halls. The study hypotheses were: There were significant differences in the results of the Pre and Post measurements and for the two groups of research (control, experimental) and for the sake of distance measurements. There were significant differences in the results of the dimension measurements and the two groups of research (control, experimental) and for the benefit of the experimental group. The problem of research in some of the club exercises was observed. There is a lack of attention to the dimensions that directly affect the performance of the skills, including the cognitive requirements, despite their importance. So the researchers wanted to go into the study of this problem a pilot study was the development of special exercises to develop awareness (sense-motor) and then the extent of his contribution to the development of the skillful performance of the players of football halls. The research community consists of players of the fans club for the sports season (2017-2018) and one of the clubs was chosen by lottery (18 players). The most important sensory movements that contribute to the skillful performance of the Futsal Hall were identified through a questionnaire distributed to specialists and obtained special perceptions (Time and place and ball) the highest ratios and then the tests were chosen for the research and modified one of them to suit the subject and after the homogeneity and the experiment was carried out for two times and then conducted Pretests on the members of the research sample and then was given special exercises for the experimental group and adopted the group ÇáÙÇ The course was conducted on the trainer's curriculum and lasted for two months and varied methods of giving exercises to fit the best performance and taking into account the training bases and after the tests were carried out in the same conditions as in the Pretests, the fourth section included the presentation of the results and analyzed and discussed by the researchers put them in the tables and which are illustrative means of what came Results of the study in order to identify the validity and conformity of the objectives of the study and its mandate to analyze the reality of the differences between the Pre and Post tests of the two groups as well as the contribution ratios of perceptions sense of movement and skill performance of the post-test MJ Experimental anguish In order to achieve the objectives of the study researcher used the bag statistical (SPSS).Thus to reached several conclusions and recommendations of the most important of which there is a positive influence in the development of dynamic perceptions_football players lounges and two sets of research (experimental, control), but to varying degrees. The experimental group, which adopted the exercise exercises, showed a clear superiority over the control group in all the post-tests. Based on these results, the researchers recommended the following: The recommended exercises should be used to develop the level of awareness of the players of the football player's.And the need for the attention of coaches' players, including the category of applicants to develop the level of perceptions sense-kinetic to meet the requirements of the skills, planning..Football.","2019","2020-05-20 00:16:55","2020-05-20 00:16:55",NA,"32-41",NA,"6","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,"Embase",NA,NA,NA,"","http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L630004124","football player; human; male; article; exercise; controlled study; season; questionnaire; perception; validity; skill; awareness; pilot study; curriculum; mental stress; pretest posttest control group design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"47","L8WF8TG3","journalArticle",2019,"Selmi, O.; Gonçalves, B.; Ouergui, I.; Levitt, D. E.; Sampaio, J.; Bouassida, A.","Influence of Well-Being Indices and Recovery State on the Technical and Physiological Aspects of Play During Small-Sided Games","Journal of strength and conditioning research",NA,"1533-4287","10.1519/JSC.0000000000003228",NA,"Selmi, O, Gonçalves, B, Levitt, DE, Ouergui, I, Sampaio, J, and Bouassida, A. Influence of well-being indices and recovery state on the technical and physiological aspects of play during small-sided games. J Strength Cond Res XX(X): 000-000, 2019-Soccer players performing at high level are frequently exposed to periods of intense training, which can induce substantial stress and fatigue. These high-intensity stimuli are likely lead to a lower state of well-being and poor recovery and, consequently, may affect players' performance. This study aimed to assess the influence of well-being indices (i.e., self-ratings of sleep, stress, fatigue, and delayed onset muscle soreness [DOMS]) and the total quality of recovery (TQR) on technical and physiological measures during soccer small-sided games (SSGs). Twenty male professional soccer players (age: 25.1 ± 1.0 years) performed four 25-minute SSG sessions. Well-being indices were collected before each SSG-session. Heart rate was continuously measured throughout each session, and the ratings of perceived exertion and blood lactate concentration were collected after each SSG. A hierarchical cluster analysis was performed across variables and cases to identify associations between variables and variability in players' responses between sessions. No significant correlations were found between well-being indices, TQR and physiological parameters. Total quality recovery was positively correlated with successful pass % (r = 0.27) and interceptions (r = 0.25) and negatively correlated with lost balls (r = -0.25). Fatigue and DOMS were negatively correlated with tackles (r = -0.29, r = -0.28, respectively), successful pass % (r = -0.58, r = -0.55, respectively) and interceptions (r = -0.25, r = -0.27, respectively), and positively correlated with lost balls (r = 0.32, r = 0.28, respectively). Results provide an alternative and complementary method to understand training responses and can be an objective tool to help create subgroups in training for optimizing performance. This study demonstrates the efficacy and utility of using simple well-being and recovery measures to help coaches monitor athlete readiness.","2019","2020-05-20 00:27:06","2020-05-20 00:27:06",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,"Medline",NA,NA,NA,"; ","http://dx.doi.org/10.1519/JSC.0000000000003228; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L629064975","adult; human; male; article; soccer player; exercise; heart rate; fatigue; cluster analysis; human tissue; stress; lactate blood level; wellbeing; muscle; sleep; stimulus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"48","YBDA3AQ3","journalArticle",2019,"Brownstein, C. G.; Ansdell, P.; Skarabot, J.; McHugh, M. P.; Howatson, G.; Goodall, S.; Thomas, K.","The effect of phase change material on recovery of neuromuscular function following competitive soccer match-play","Frontiers in Physiology",NA,"1664-042X","10.3389/fphys.2019.00647",NA,"Aim: Cryotherapy is commonly implemented following soccer match-play in an attempt to accelerate the natural time-course of recovery, but the effect of this intervention on neuromuscular function is unknown. The aim of the present study was to examine the effect of donning lower-body garments fitted with cooled phase change material (PCM) on recovery of neuromuscular function following competitive soccer match-play. Methods: Using a randomized, crossover design, 11 male semi-professional soccer players wore PCM cooled to 15°C (PCMcold) or left at ambient temperature (PCMamb; sham control) for 3 h following soccer match-play. Pre-, and 24, 48, and 72 h post-match, participants completed a battery of neuromuscular, physical, and perceptual tests. Maximal voluntary contraction force (MVC) and twitch responses to electrical (femoral nerve) and magnetic (motor cortex) stimulation (TMS) during isometric knee-extension and at rest were measured to assess central nervous system (CNS) (voluntary activation, VA) and muscle contractile (quadriceps potentiated twitch force, Qtw,pot) function. Fatigue and perceptions of muscle soreness were assessed via visual analog scales, and physical function was assessed through measures of jump [countermovement jump (CMJ) height and reactive strength index (RSI)] performance. A belief questionnaire was completed pre- and post-intervention to determine the perceived effectiveness of each garment. Results: Competitive soccer match-play elicited persistent decrements in MVC, VA measured with femoral nerve stimulation, Qtw,pot, as well as reactive strength, fatigue and muscle soreness (P < 0.05). Both MVC and VA were higher at 48 h post-match after wearing PCMcold compared with PCMamb (P < 0.05). However, there was no effect of PCM on the magnitude or time-course of recovery for any other neuromuscular, physical function, or perceptual indices studied (P > 0.05). The belief questionnaire revealed that players perceived that both PCMcold and PCMamb were moderately effective in improving recovery, with no difference between the two interventions (P = 0.56). Conclusion: Although wearing cooled PCM garments improved MVC and VA 48 h following match-play, the lack of effect on measures of physical function or perceptual responses to match-play suggest that PCM offers a limited benefit to the recovery process. The lack of effect could have been due to the relatively small magnitude of change in most of the outcome measures studied.","2019","2020-05-20 00:16:39","2020-05-20 00:16:39",NA,"",NA,"JUN","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,"Embase",NA,NA,NA,"; ","http://dx.doi.org/10.3389/fphys.2019.00647; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L628533047","human; male; article; soccer; soccer player; controlled study; randomized controlled trial; muscle contraction; fatigue; muscle disease; physical examination; rest; visual analog scale; clinical effectiveness; crossover procedure; neuromuscular function; central nervous system; central nervous system function; cryotherapy device; environmental temperature; femoral nerve; maximal voluntary contraction; motor cortex; musculoskeletal system parameters; nerve stimulation; perception test; phase change material; transcranial magnetic stimulation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"49","3HYR4M2Z","journalArticle",2019,"Devonport, Tracey J.; Russell, Kate; Leflay, Kath; Conway, Jennifer","Gendered performances and identity construction among UK female soccer players and netballers: a comparative study","Sport in Society",NA,"17430437","",NA,"This paper examines the gendered performances and identity construction of UK female University soccer players and netballers (n = 31). Focus group interviews explored their sporting experiences with reference to body perceptions, and perceptions of their sporting bodies outside sporting contexts. Three themes resulted from data analysis, these being; (1) UK culture, body performances and femininity, (2) sporting culture, body performances and femininity and (3) transiency of body satisfaction across sport and non-sport contexts. Findings suggest that sport may not always provide an opportunity to challenge and resist dominant discourses. In both netball and soccer, a range of surveillance and management practices were used that served to perpetuate the value of a 'feminine' and assumed heterosexual body, and legitimize their sport participation through an emphasis on a hyper-femininity. The influence of sport subcultures on gendered performances and identity construction, along with implications for marketing sports participation to women are discussed. ABSTRACT FROM AUTHOR","2019","2020-05-20 00:23:55","2020-05-20 00:23:55",NA,"1131-1147",NA,"7","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"sph",NA,NA,NA,"","https://gateway.library.qut.edu.au/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sph&AN=136340233&site=ehost-live&scope=site","*WOMEN soccer players; *WOMEN netball players; Body image; body performance; feminine; FEMININITY; masculine; transiency",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"50","RS6ASU4Z","journalArticle",2019,"Lempke, L. B.; Bartello, A. F.; Anderson, M. N.; Johnson, R. S.; Schmidt, J. D.; Lynall, R. C.","Comparison of head impact biomechanics between tackle and flag youth football","Orthopaedic Journal of Sports Medicine",NA,"2325-9671","10.1177/2325967119S00001",NA,"Background: There is growing fear among healthcare professionals and parents regarding youth tackle football, likely due to highly publicized concerns about potential long-term physical and cognitive health of professional football players. Parents and advocacy groups are pushing for state legislation to ban youth tackle football in favor of flag football to avoid repetitive head impacts that are potentially associated with late-life cognitive deficits. Although the head impact burden experienced during flag football is likely lower than tackle, no research has compared head impact exposure between youth tackle and flag football. Therefore, our purpose was to examine head impact exposure and magnitudes between youth tackle and flag football players. Methods: Twenty-seven tackle (age=11.0±1.5y, height=145.8±11.9cm, mass=45.0±14.9kg) and 29 flag football players (age=8.6±1.1y, height=133.9±8.4cm, mass=33.9±9.5kg) were enrolled in this prospective cohort study. Participants were fitted with head impact sensors (Triax Sim-G) worn throughout the entire 2017 season that recorded impact frequency and magnitude (linear [g] and rotational acceleration [rad/s2]). Athlete exposure was defined as one player participating in one session. Impact rates (IR) were calculated as impacts per one athlete exposure. Game, practice, and combined IR were compared between groups using impact rate ratios (IRR). IRR with 95% confidence intervals (CI) not containing 1.0 were considered statistically significant. Acceleration values were binned into low- and high-magnitude categories (linear split at 40g, rotational split at 4,600rad/s2). Magnitude category frequencies were compared between groups using Chi-square test of association (p<0.05), and 90th percentile acceleration values are presented. Results: One-thousand nine-hundred and eight tackle (735 game, 1173 practice; 70.66 impacts/player) and 169 flag (101 game, 68 practice; 5.83 impacts/player) football head impacts were recorded. Tackle players experienced a higher impact rate during games versus practices (IRR=1.41; 95%CI:1.29-1.55) while flag players experienced a lower impact rate (IRR=0.60; 95%CI:0.44-0.81). Practice and game head impacts combined resulted in tackle players (IR=3.06) accruing 4.61 times the impact rate (95%CI:3.94-5.40) of flag players (IR=0.66). Tackle players sustained a significantly greater head impact rate than flag players during games (tackle IR=3.83, flag IR=0.55; IRR=6.90; 95%CI:5.60-8.49) and practices (tackle IR=2.72, flag IR=0.93; IRR=2.91; 95%CI:2.28-3.72). Tackle 90th percentile linear acceleration was 53.32g (median=32.50g) and flag was 53.32g (median=32.65g). Tackle 90th percentile rotational acceleration was 7,000 rad/s2 (median=3,200rad/s2) while flag was 8,300 rad/s2 (median=4,100rad/s2). Tackle experienced a significantly higher frequency of low-magnitude rotational acceleration impacts (71.6% vs. 57.4%) and lower frequency of high-magnitude impacts than flag (28.4% vs 42.6%; ?2=15.15, p<0.001). There were no significant associations for linear acceleration (p=0.75). Conclusions/Significance: Our results indicate youth flag football head impact rates are 82%-88% lower compared to tackle. Contrary to general belief, youth flag football players experienced numerous head impacts with a greater tendency for high-magnitude rotational acceleration head impacts. Although fewer head impacts occur during youth flag football, parents and coaches should be aware that head impacts do occur during practices and games. Whether high-magnitude or high-frequency head impacts influence long-term health remains unknown. Our findings provide novel evidence into the head impact exposure occurring during youth tackle and flag football. Longitudinal studies examining head impact biomechanics and advanced neuroimaging in youth tackle and flag football players nationwide is warranted to ensure long term cognitive health.","2019","2020-05-20 00:11:52","2020-05-20 00:11:52",NA,"",NA,"3","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,"Embase",NA,NA,NA,"; ","http://dx.doi.org/10.1177/2325967119S00001; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L627389563","adult; conference abstract; female; football player; human; human experiment; male; acceleration; biomechanics; controlled study; prospective study; season; cohort analysis; juvenile; height; longitudinal study; cognitive defect; chi square test; head; sensor; neuroimaging",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"51","US5VCZKM","journalArticle",2019,"Mullen, Thomas; Twist, Craig; Highton, Jamie","Stochastic ordering of simulated rugby match activity produces reliable movements and associated measures of subjective task load, cognitive and neuromuscular function","Journal of sports sciences",NA,"02640414","",NA,"The study assesses the test–retest reliability of movement and physiological measures during a simulated rugby match that employed activities performed in a stochastic order. Twenty male rugby players (21.4 ± 2.1 y) completed two trials of a 2 × 23 min rugby movement simulation protocol during which the order of events was performed in a stochastic order, with 7–10 days between trials. Movement characteristics, heart rate (HR), RPE, maximum voluntary contraction (MVC), voluntary activation (VA%) of the quadriceps, Stroop test and subjective task load rating (NASA-TLX) were measured. The most reliable measures of external load was relative distance (typical error [TE] and CV% = 1.5–1.6 m min−1 and 1.4–1.5%, respectively), with all other movement characteristics possessing a CV% <5%. The most reliable measure of internal load, neuromuscular function and perceptual measures were for %HRmax (TE and CV% = 1.4–1.7% and 1.4–2.1%, respectively), MVC before (TE and CV% = 10.8–14.8 N·m and 3.8–4.6%, respectively), and average RPE (TE and CV% = 0.5–0.8 AU and 3.6–5.5%, respectively). The Stroop test, NASA-TLX and blood lactate produced the least reliable measures (CV% >5%). Future studies can confidently examine changes in several perceptual, neuromuscular, physiological and movement measures related to rugby activity using stochastic movements. ABSTRACT FROM AUTHOR","2019","2020-05-20 00:47:26","2020-05-20 00:47:26",NA,"2506-2512",NA,"21","37",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"sph",NA,NA,NA,"","https://gateway.library.qut.edu.au/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sph&AN=138615207&site=ehost-live&scope=site","DESCRIPTIVE statistics; *ATHLETIC ability; *BODY movement; *RUGBY football; measurement error; *HEART beat; TASK performance; *MUSCLE contraction; *QUADRICEPS muscle physiology; *SKELETAL muscle physiology; COGNITIVE testing; Intermittent exercise; NEUROPSYCHOLOGICAL tests; stochastic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"52","ZDMGAPF5","journalArticle",2019,"Miles, Cory; Mayo, Brad; Beaven, C. Martyn; McMaster, Daniel T.; Sims, Stacy T.; Hébert-Losier, Kim; Driller, Matthew","Resistance training in the heat improves strength in professional rugby athletes","Science & Medicine in Football",NA,"24734446","",NA,"Background: Muscle adaptations are potentially enhanced through resistance training in elevated environmental temperatures (>30°C) due to upregulated anabolic hormonal responses. Method: Eighteen professional rugby union athletes performed a 3-week resistance training intervention where they were randomly allocated into 2 groups: HEAT (n = 8) with all lower-body training sessions performed in an environmental chamber set at 35°C and 37% relative humidity, or CON (n = 10) where identical training was performed under temperate conditions (21°C and 45%). Pre- and post-training tests included measures of strength, power, endurance, speed and body mass. Results:Small effect sizes were found in favour of HEAT for the back squat (g = 0.25) and bench press strength (g = 0.22). All other measures were associated with trivial or unclear effects. A significant group × time interaction was found for body mass, associated with a trivial effect size (g = 0.18, HEAT +1.5 kg; CON −0.8 kg). Discussion: Lower body resistance training in the heat led to small improvements in lower and upper body strength compared to the identical training program performed in temperate conditions. This observation is suggestive of a priming or potentiating effect of prior training in the heat. ABSTRACT FROM AUTHOR","2019","2020-05-20 00:41:54","2020-05-20 00:41:54",NA,"198-204",NA,"3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"sph",NA,NA,NA,"","https://gateway.library.qut.edu.au/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sph&AN=137542279&site=ehost-live&scope=site","growth hormone; Hyperthermic training; jump performance; sprint performance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"53","N7D8NYRJ","journalArticle",2019,"Leser, Roland; Hoch, Thomas; Xiaoying, Tan; Moser, Bernhard; Kellermayr, Gernot; Baca, Arnold","FINDING EFFICIENT STRATEGIES IN 3-VERSUS-2 SMALLSIDED GAMES OF YOUTH SOCCER PLAYERS","Kinesiology",NA,"13311441","",NA,"Most existing game analysis attempts do not consider situational context information sufficiently for the assessments of tactical behaviour. The purpose of this case study was to apply a new analysis approach, so far only used for 1-versus-1 analyses in soccer, to small-sided games and to identify and analyse therewith the efficiency of tactical patterns in 3-versus-2 game play. Therefore, 279 games, performed by an elite youth soccer team, were recorded by video and a position tracking system. The data was processed by the new approach, including unsupervised machine learning routines and artificial intelligence methods. Two crucial moments were used to analyse the occurring tactical patterns for the specific game: T0 (time instant of the shot) and T1 (time instant of the last action before the shot). For both moments typical tactical patterns, considering the spatio-temporal context of the situations, were found. By combining the patterns of both moments, hidden tactical strategies were identified and their efficiencies calculated. The most significant result is that offence attempts have the highest scoring probability when played via the wings near to the goal line and the final pass, before the shot, is given against the playing direction into the centre of the field. ABSTRACT FROM AUTHOR","2019","2020-05-20 00:22:37","2020-05-20 00:22:37",NA,"110-118",NA,"1","51",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"sph",NA,NA,NA,"","https://gateway.library.qut.edu.au/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sph&AN=137269345&site=ehost-live&scope=site","soccer; *SOCCER players; *SPORTS for youth; performance analysis; tactical behavior; *SOCCER techniques; assessment; ARTIFICIAL intelligence; MACHINE learning; MOTOR ability in youth; small-sided game",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"54","Y8RIHB7N","journalArticle",2019,"Johnston, W.; O'Reilly, M.; Liston, M.; McLoughlin, R.; Coughlan, G. F.; Caulfield, B.","Capturing concussion related changes in dynamic balance using the Quantified Y Balance Test - a case series of six elite rugby union players","Conference proceedings : ... Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual Conference",NA,"1557-170X","10.1109/EMBC.2019.8857628",NA,"Concussion is one of the most common injuries reported across a myriad of sports. Recent evidence suggests that individuals may possess sensorimotor deficits beyond clinical recovery, predisposing them to further injury. This preliminary prospective case series aimed to determine if an inertial sensor instrumented Y balance test can capture changes in dynamic balance, regardless of apparent `clinical recovery', in six concussed elite rugby union players. The findings from this case series demonstrate that the inertial sensor-based measures can detect clinically meaningful changes in dynamic balance performance, not captured by the traditional clinical scoring methods, 48-hours post-injury and at the point of `clinical recovery' (return to play). Further research should investigate the role such instrumented dynamic balance assessments may play in the management of sports-related concussion.","2019","2020-05-20 00:10:00","2020-05-20 00:10:00",NA,"2063-2067",NA,"","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,"Medline",NA,NA,NA,"; ","http://dx.doi.org/10.1109/EMBC.2019.8857628; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L630650309","human; football; sport injury; injury; brain concussion; prospective study; return to sport; young adult; complication; body equilibrium; methodology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"55","EUAJCBAY","journalArticle",2019,"Méndez, César; Gómez, M. A.; Rúiz, Luis M.; Travassos, Bruno","Goalkeeper as an outfield player: shooting chances at critical moments in elite futsal","International Journal of Performance Analysis in Sport",NA,"14748185","",NA,"The aim of the present study was to identify the importance of the goalkeeper's chance to shoot at goal as an outfield player in elite futsal according to critical and situational variables. The sample consisted of 11,446 actions corresponding to 1325 matches from the Spanish Futsal League in the seasons from 2010 to 2015. Binary logistic regression and classification tree multivariate models were used to identify the best predictor variables related to the chance of shooting as a criterion of success. Results from the binomial logistic regression emphasised the success relationships when the teams played at home, against an equally ranked opponent, during balanced matches, and had up to two fouls. When the teams were drawing or losing, the actions of goalkeeper as an outfield player were unsuccessful. The classification tree results identified a greater chance of shooting in balanced matches during the playoffs, and with no more than two fouls. Negative effects were observed during the regular phase and when used by the teams in the final moments of a match. The identified trends will allow futsal coaches to recognise the most suitable situations for achieving success when using an attack with the goalkeeper as an outfield player. ABSTRACT FROM AUTHOR","2019","2020-05-20 00:24:06","2020-05-20 00:24:06",NA,"179-191",NA,"2","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"sph",NA,NA,NA,"","https://gateway.library.qut.edu.au/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sph&AN=135671156&site=ehost-live&scope=site","Performance analysis; futsal; *INDOOR soccer; goalkeeper; LOGISTIC regression analysis; CHANCE; chi-squared automatic interaction detection analysis; criticality; RANDOM variables; REGRESSION trees; situational variables",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"56","PRARIGM6","journalArticle",2019,"Krajnc, Zmago; Drobnič, Matej","Radiographic analysis of lower limb alignment in professional football players","Archives of Orthopaedic & Trauma Surgery",NA,"0936-8051","10.1007/s00402-019-03266-9",NA,"Introduction: To radiographically analyze lower limb alignment in adult asymptomatic professional football players and to correlate these values to clinical measurements.Materials and Methods: Twenty-four asymptomatic players [24.2 (3.6) years] were enrolled. Standard bilateral lower limb anteroposterior weight-bearing radiographs were acquired and clinical measurement of intercondylar/intermalleolar (ICD/IMD) distance was performed. Coronal plane mechanical alignment was assessed by five angles: leg mechanical axis (LMA), lateral proximal femoral angle (LPFA), lateral distal femoral angle (LDFA), medial proximal tibial angle (MPTA), and lateral distal tibial angle (LDTA). Their values were compared to the reference values for adult population. An inter-individual comparison between right/left and dominant/non-dominant leg was added. The sum of bilateral LMA was correlated against ICD/IMD and against ICD/IMD adjusted for body height.Results: Football players presented with ICD/IMD of 46.5 (19.8) mm. Two, out of five, lower leg coronal angles showed significant differences (p < 0.001) compared to reference data from literature: LMA 5.8 (3.0)º vs.1.2 (2.2)º and MPTA 83.5 (2.6)º vs. 87.2 (1.5)º. No significant differences between left/right leg and dominant/non-dominant leg were established. Summed up bilateral LMA showed a high correlation to IMD/ICD (r = 0.8395; R2 = 0.7048), and even higher to ICD/IMD adjusted for body height (r = 0.8543; R2 = 0.7298).Conclusions: This study was radiographically confirming increased varus of elite football players toward general population. Apex of the varus deformity was located in the proximal tibia. Clinical measurement of ICD/IMD adjusted for body height highly correlated with the radiographic values of coronal alignment; therefore, it may be used in population studies.","2019","2020-05-20 00:39:31","2020-05-20 00:39:31",NA,"1771-1777",NA,"12","139",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"c8h",NA,NA,NA,"","https://gateway.library.qut.edu.au/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=c8h&AN=139458422&site=ehost-live&scope=site","Adult; Football -- Physiology; Male; Scales; Questionnaires; Weight-Bearing -- Physiology; Young Adult; Knee Joint; Knee Joint -- Physiology; Bone Diseases; Reference Values",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
